target_id,on_ofac_sdn,on_eu_fsf,on_uk_fcdo,on_un_sc,list_count,coverage_class,sole_list,schema,typology,country,added_year,dq_missing_dob,dq_name_translit,dq_mononym,dq_cross_source_conflict,dq_stale,dq_any
NK-014966,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Syria,2019,False,False,False,False,False,False
NK-014967,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,North Korea,2025,False,False,False,False,False,False
NK-014968,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2018,False,False,False,False,False,False
NK-014969,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Libya,2026,False,False,False,False,False,False
NK-014970,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Ukraine,2019,False,False,False,False,False,False
NK-014971,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Other,2026,False,False,False,False,False,False
NK-014972,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2025,False,True,False,False,False,True
NK-014973,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Venezuela,2024,False,False,False,False,False,False
NK-014974,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2018,False,True,False,False,False,True
NK-014975,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Syria,2022,False,False,False,False,False,False
NK-014976,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Other,2019,False,False,False,False,False,False
NK-014977,True,False,False,False,1,single-list,OFAC SDN,Aircraft,Human rights/Corruption,Venezuela,2025,False,False,False,False,False,False
NK-014978,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Nicaragua,2018,False,False,False,False,False,False
NK-014979,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Iran,2026,False,False,False,False,False,False
NK-014980,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Other regional,Yemen,2019,False,False,False,False,False,False
NK-014981,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Belarus,2025,False,False,False,False,False,False
NK-014982,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Lebanon,2019,False,False,False,False,False,False
NK-014983,True,False,False,False,1,single-list,OFAC SDN,Aircraft,Other regional,Russia,2019,False,False,False,False,False,False
NK-014984,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2018,False,False,False,False,False,False
NK-014985,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Other,2021,False,False,False,False,False,False
NK-014986,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Belarus,2023,False,False,False,False,False,False
NK-014987,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Lebanon,2023,False,False,False,False,False,False
NK-014988,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2025,False,False,False,False,False,False
NK-014989,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Sudan,2018,False,False,True,False,False,True
NK-014990,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2025,False,False,False,False,False,False
NK-014991,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,China,2024,False,False,False,False,False,False
NK-014992,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Venezuela,2024,False,False,False,False,False,False
NK-014993,True,False,False,False,1,single-list,OFAC SDN,Vessel,Other regional,China,2018,False,False,False,False,False,False
NK-014994,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Belarus,2020,False,False,False,False,False,False
NK-014995,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Other,2022,False,False,False,False,False,False
NK-014996,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Syria,2025,False,False,False,False,False,False
NK-014997,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2021,False,False,False,False,False,False
NK-014998,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Afghanistan,2018,False,False,False,False,False,False
NK-014999,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2023,False,False,False,False,False,False
NK-015000,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Afghanistan,2023,False,False,False,False,False,False
NK-015001,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2023,False,False,False,False,False,False
NK-015002,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Syria,2021,False,False,False,False,False,False
NK-015003,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,North Korea,2025,False,True,False,False,False,True
NK-015004,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Yemen,2021,False,False,False,False,False,False
NK-015005,True,False,False,False,1,single-list,OFAC SDN,Person,Cyber,Libya,2026,False,False,False,False,False,False
NK-015006,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Iraq,2023,False,False,False,False,False,False
NK-015007,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,China,2025,False,False,False,False,False,False
NK-015008,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Iraq,2023,False,False,False,False,False,False
NK-015009,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Russia,2019,False,False,False,False,False,False
NK-015010,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Syria,2021,False,False,False,False,False,False
NK-015011,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Cyber,Russia,2019,False,False,False,False,False,False
NK-015012,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Russia,2018,False,False,False,False,False,False
NK-015013,True,False,False,False,1,single-list,OFAC SDN,Person,Cyber,China,2025,False,False,False,False,False,False
NK-015014,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Mali,2018,False,False,False,False,False,False
NK-015015,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Libya,2018,False,False,False,False,False,False
NK-015016,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Russia,2024,False,False,False,False,False,False
NK-015017,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Other,2023,False,False,False,False,False,False
NK-015018,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Sudan,2024,False,False,False,False,False,False
NK-015019,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Russia/Ukraine,Mali,2026,False,False,False,False,False,False
NK-015020,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,China,2021,False,False,False,False,False,False
NK-015021,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Libya,2021,False,False,False,False,False,False
NK-015022,True,False,False,False,1,single-list,OFAC SDN,Vessel,Other regional,Other,2022,False,False,False,False,False,False
NK-015023,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Other,2023,False,False,False,False,False,False
NK-015024,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Syria,2025,False,False,False,False,False,False
NK-015025,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2025,False,False,False,False,False,False
NK-015026,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2020,False,False,False,False,False,False
NK-015027,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Belarus,2018,False,False,False,False,False,False
NK-015028,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Venezuela,2025,False,False,False,False,False,False
NK-015029,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2023,False,True,False,False,False,True
NK-015030,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2021,False,False,False,False,False,False
NK-015031,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Afghanistan,2020,False,False,False,False,False,False
NK-015032,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Russia,2021,False,False,False,False,False,False
NK-015033,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Syria,2025,False,False,False,False,False,False
NK-015034,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Afghanistan,2020,False,False,False,False,False,False
NK-015035,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Venezuela,2025,False,False,False,False,False,False
NK-015036,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Afghanistan,2023,False,False,False,False,False,False
NK-015037,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Iraq,2018,False,False,False,False,False,False
NK-015038,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Iraq,2021,False,False,False,False,False,False
NK-015039,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2019,False,True,False,False,False,True
NK-015040,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Iran,2024,False,False,False,False,False,False
NK-015041,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Russia,2019,False,False,False,False,False,False
NK-015042,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,North Korea,2023,False,False,False,False,False,False
NK-015043,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,North Korea,2024,False,False,False,False,False,False
NK-015044,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Iran,2022,False,False,False,False,False,False
NK-015045,True,False,False,False,1,single-list,OFAC SDN,Person,Cyber,Syria,2024,False,False,False,False,False,False
NK-015046,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Russia,2019,False,False,False,False,False,False
NK-015047,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Other,2022,False,False,False,False,False,False
NK-015048,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Other,2025,False,False,False,False,False,False
NK-015049,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2024,False,False,False,False,False,False
NK-015050,True,False,False,False,1,single-list,OFAC SDN,Vessel,Narcotics/TCO/Trafficking,Belarus,2023,False,True,False,False,False,True
NK-015051,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2024,False,False,False,False,False,False
NK-015052,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Syria,2022,False,False,False,False,False,False
NK-015053,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Russia,2024,False,False,False,False,False,False
NK-015054,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Venezuela,2024,False,False,False,False,False,False
NK-015055,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Other,2023,False,False,False,False,False,False
NK-015056,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,China,2023,False,False,False,False,False,False
NK-015057,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Lebanon,2025,False,False,False,False,False,False
NK-015058,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Ukraine,2018,False,False,False,False,False,False
NK-015059,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2020,False,False,False,False,False,False
NK-015060,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Iran,2024,False,False,False,False,False,False
NK-015061,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Iran/DPRK proliferation,Belarus,2024,False,False,False,False,False,False
NK-015062,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Iran,2023,True,False,False,False,False,True
NK-015063,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2022,True,False,False,False,False,True
NK-015064,True,False,False,False,1,single-list,OFAC SDN,Vessel,Counter-terrorism,Iran,2023,False,False,False,False,False,False
NK-015065,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Sudan,2023,False,False,False,False,False,False
NK-015066,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-015067,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Other,2023,False,False,False,False,False,False
NK-015068,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Russia,2025,False,False,False,False,False,False
NK-015069,True,False,False,False,1,single-list,OFAC SDN,Vessel,Other regional,Russia,2019,False,False,False,False,False,False
NK-015070,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Russia/Ukraine,Iran,2018,False,False,False,False,False,False
NK-015071,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Belarus,2018,False,False,False,False,False,False
NK-015072,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Iran,2023,False,False,False,False,False,False
NK-015073,True,False,False,False,1,single-list,OFAC SDN,Vessel,Narcotics/TCO/Trafficking,Libya,2022,False,False,False,False,False,False
NK-015074,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Other,2025,False,False,False,False,False,False
NK-015075,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2025,False,False,False,False,False,False
NK-015076,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Afghanistan,2019,False,False,False,False,False,False
NK-015077,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2026,False,False,False,False,False,False
NK-015078,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Iran,2026,False,False,False,False,False,False
NK-015079,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Russia,2020,False,False,False,False,False,False
NK-015080,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Other regional,Russia,2019,False,False,False,False,False,False
NK-015081,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Syria,2023,False,False,False,False,False,False
NK-015082,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,North Korea,2025,False,False,False,False,False,False
NK-015083,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,North Korea,2021,False,False,False,False,False,False
NK-015084,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,China,2018,False,False,False,False,False,False
NK-015085,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Iran,2025,False,True,False,False,False,True
NK-015086,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2025,False,False,False,False,False,False
NK-015087,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2023,False,False,False,False,False,False
NK-015088,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Myanmar,2024,False,False,False,False,False,False
NK-015089,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2025,False,False,False,False,False,False
NK-015090,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Syria,2025,False,False,False,False,False,False
NK-015091,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Other regional,Mali,2021,False,False,False,False,False,False
NK-015092,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2021,False,False,False,False,False,False
NK-015093,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Ukraine,2018,False,False,False,False,False,False
NK-015094,True,False,False,False,1,single-list,OFAC SDN,Vessel,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-015095,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Myanmar,2023,False,False,False,False,False,False
NK-015096,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2019,False,False,False,False,False,False
NK-015097,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Lebanon,2021,False,False,False,False,False,False
NK-015098,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Libya,2022,False,False,False,False,False,False
NK-015099,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,North Korea,2025,False,False,False,False,False,False
NK-015100,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Russia,2024,False,False,False,False,False,False
NK-015101,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Other,2025,False,False,False,False,False,False
NK-015102,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-015103,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Iraq,2025,False,False,False,False,False,False
NK-015104,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Syria,2022,False,False,False,False,False,False
NK-015105,True,False,False,False,1,single-list,OFAC SDN,Vessel,Russia/Ukraine,North Korea,2022,False,False,False,False,False,False
NK-015106,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2021,False,True,False,False,False,True
NK-015107,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Syria,2021,False,False,False,False,False,False
NK-015108,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,North Korea,2018,False,False,False,False,False,False
NK-015109,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Sudan,2020,False,False,False,False,False,False
NK-015110,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Libya,2019,False,False,False,False,False,False
NK-015111,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Other,2021,False,False,False,False,False,False
NK-015112,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Russia,2025,False,False,False,False,False,False
NK-015113,True,False,False,False,1,single-list,OFAC SDN,Vessel,Narcotics/TCO/Trafficking,Belarus,2018,False,False,False,False,False,False
NK-015114,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Russia,2024,False,False,False,False,False,False
NK-015115,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Russia,2022,False,False,False,False,False,False
NK-015116,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Other,2018,False,False,False,False,False,False
NK-015117,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Syria,2023,False,False,False,False,False,False
NK-015118,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,UAE,2023,False,False,False,False,False,False
NK-015119,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2022,False,False,False,False,False,False
NK-015120,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Venezuela,2023,False,False,False,False,False,False
NK-015121,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Venezuela,2019,False,False,False,False,False,False
NK-015122,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Syria,2022,False,False,False,False,False,False
NK-015123,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Libya,2023,False,False,False,False,False,False
NK-015124,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2023,False,False,False,False,False,False
NK-015125,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,North Korea,2024,False,False,False,False,False,False
NK-015126,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Syria,2022,False,False,False,False,False,False
NK-015127,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2021,False,False,False,False,False,False
NK-015128,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2026,False,False,False,False,False,False
NK-015129,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Belarus,2024,False,False,False,False,False,False
NK-015130,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2024,True,False,False,False,False,True
NK-015131,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2020,False,False,False,False,False,False
NK-015132,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Afghanistan,2018,False,False,False,False,False,False
NK-015133,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2021,False,False,False,False,False,False
NK-015134,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2024,False,False,False,False,False,False
NK-015135,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Syria,2019,False,False,False,False,False,False
NK-015136,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2018,False,False,False,False,False,False
NK-015137,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Other,2025,False,False,False,False,False,False
NK-015138,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Other,2021,False,False,False,False,False,False
NK-015139,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2022,False,False,False,False,False,False
NK-015140,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2018,False,False,False,False,False,False
NK-015141,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,North Korea,2021,False,False,False,False,False,False
NK-015142,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Other,2023,False,False,False,False,False,False
NK-015143,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Nicaragua,2020,False,False,False,False,False,False
NK-015144,True,False,False,False,1,single-list,OFAC SDN,Aircraft,Other regional,Russia,2026,False,False,False,False,False,False
NK-015145,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2019,False,False,False,False,False,False
NK-015146,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2019,False,False,False,False,False,False
NK-015147,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,China,2019,False,False,False,False,False,False
NK-015148,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Libya,2025,False,False,False,False,False,False
NK-015149,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Other,2019,False,False,False,False,False,False
NK-015150,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2024,False,False,False,False,False,False
NK-015151,True,False,False,False,1,single-list,OFAC SDN,Vessel,Counter-terrorism,Russia,2019,False,False,False,False,False,False
NK-015152,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-015153,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Syria,2023,False,False,False,False,False,False
NK-015154,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Afghanistan,2024,False,False,False,False,False,False
NK-015155,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Other,2026,False,False,False,False,False,False
NK-015156,True,False,False,False,1,single-list,OFAC SDN,Vessel,Human rights/Corruption,China,2024,False,False,False,False,False,False
NK-015157,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2023,False,False,False,False,False,False
NK-015158,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Venezuela,2022,False,False,False,False,False,False
NK-015159,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Other regional,Venezuela,2018,False,False,False,False,False,False
NK-015160,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Other,2025,False,False,False,False,False,False
NK-015161,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,China,2025,False,False,False,False,False,False
NK-015162,True,False,False,False,1,single-list,OFAC SDN,Person,Cyber,Iran,2024,False,False,False,False,False,False
NK-015163,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Russia,2025,False,False,False,False,False,False
NK-015164,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Ukraine,2022,False,False,False,False,False,False
NK-015165,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Ukraine,2024,False,False,False,False,False,False
NK-015166,True,False,False,False,1,single-list,OFAC SDN,Vessel,Human rights/Corruption,Iran,2023,False,False,False,False,False,False
NK-015167,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,UAE,2023,False,False,False,False,False,False
NK-015168,True,False,False,False,1,single-list,OFAC SDN,Vessel,Other regional,Russia,2026,False,False,False,False,False,False
NK-015169,True,False,False,False,1,single-list,OFAC SDN,Vessel,Counter-terrorism,Russia,2022,False,False,False,False,False,False
NK-015170,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Afghanistan,2022,False,False,False,False,False,False
NK-015171,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Narcotics/TCO/Trafficking,Iran,2026,False,False,False,False,False,False
NK-015172,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Syria,2023,False,False,False,False,False,False
NK-015173,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Iran,2022,False,False,False,False,False,False
NK-015174,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Iran,2021,False,False,False,False,False,False
NK-015175,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2024,False,False,False,False,False,False
NK-015176,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Russia,2022,False,False,False,False,False,False
NK-015177,True,False,False,False,1,single-list,OFAC SDN,Vessel,Cyber,Ukraine,2025,False,False,False,False,False,False
NK-015178,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Belarus,2025,False,False,False,False,False,False
NK-015179,True,False,False,False,1,single-list,OFAC SDN,Vessel,Human rights/Corruption,Russia,2021,False,False,False,False,False,False
NK-015180,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Yemen,2019,False,False,False,False,False,False
NK-015181,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Other,2020,False,False,False,False,False,False
NK-015182,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Other,2021,False,False,False,False,False,False
NK-015183,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Russia,2018,False,False,False,False,False,False
NK-015184,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Iran,2018,True,False,False,False,False,True
NK-015185,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2018,False,False,False,False,False,False
NK-015186,True,False,False,False,1,single-list,OFAC SDN,Vessel,Iran/DPRK proliferation,Libya,2020,False,False,False,False,False,False
NK-015187,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Afghanistan,2019,False,False,False,False,False,False
NK-015188,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Ukraine,2019,False,True,False,False,False,True
NK-015189,True,False,False,False,1,single-list,OFAC SDN,Aircraft,Cyber,Iraq,2022,False,False,False,False,False,False
NK-015190,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,China,2020,False,False,False,False,False,False
NK-015191,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2024,False,False,False,False,False,False
